event_date,start_time,peak_time,end_time,goes_class,goes_location,noaa_active_region
2012-07-05,2012-07-05 13:05:00.000,2012-07-05 13:18:00.000,2012-07-05 13:32:00.000,M1.2,"(43, -16)",11515
2012-07-05,2012-07-05 20:09:00.000,2012-07-05 20:14:00.000,2012-07-05 20:28:00.000,M1.6,"(0, 0)",11515
2012-07-05,2012-07-05 21:37:00.000,2012-07-05 21:45:00.000,2012-07-05 21:51:00.000,M1.6,"(46, -12)",11515
2012-07-06,2012-07-06 01:37:00.000,2012-07-06 01:40:00.000,2012-07-06 01:42:00.000,M2.9,"(41, -18)",11515
2012-07-06,2012-07-06 02:44:00.000,2012-07-06 02:51:00.000,2012-07-06 02:58:00.000,M1.0,"(0, 0)",11515
2012-07-06,2012-07-06 08:17:00.000,2012-07-06 08:23:00.000,2012-07-06 08:27:00.000,M1.5,"(40, -17)",11515
2012-07-06,2012-07-06 10:24:00.000,2012-07-06 10:29:00.000,2012-07-06 10:32:00.000,M1.8,"(42, -17)",11515
2012-07-06,2012-07-06 13:26:00.000,2012-07-06 13:30:00.000,2012-07-06 13:32:00.000,M1.2,"(45, -20)",11515
2012-07-06,2012-07-06 18:48:00.000,2012-07-06 18:55:00.000,2012-07-06 19:05:00.000,M1.3,"(51, -18)",11515
2012-07-06,2012-07-06 23:01:00.000,2012-07-06 23:08:00.000,2012-07-06 23:14:00.000,X1.1,"(0, 0)",11515
2012-07-07,2012-07-07 03:10:00.000,2012-07-07 03:15:00.000,2012-07-07 03:23:00.000,M1.2,"(51, -17)",11515
2012-07-07,2012-07-07 08:18:00.000,2012-07-07 08:28:00.000,2012-07-07 08:39:00.000,M1.0,"(0, 0)",11520
2012-07-07,2012-07-07 10:57:00.000,2012-07-07 11:03:00.000,2012-07-07 11:07:00.000,M2.6,"(58, -19)",11515
2012-07-08,2012-07-08 05:41:00.000,2012-07-08 05:46:00.000,2012-07-08 05:52:00.000,M1.3,"(65, -17)",11515
2012-07-08,2012-07-08 09:44:00.000,2012-07-08 09:53:00.000,2012-07-08 09:57:00.000,M1.1,"(67, -21)",11515
2012-07-08,2012-07-08 12:06:00.000,2012-07-08 12:10:00.000,2012-07-08 12:13:00.000,M1.4,"(69, -21)",11515
2012-07-08,2012-07-08 16:23:00.000,2012-07-08 16:32:00.000,2012-07-08 16:42:00.000,M6.9,"(74, -17)",11515
2012-07-09,2012-07-09 23:03:00.000,2012-07-09 23:07:00.000,2012-07-09 23:11:00.000,M1.1,"(0, 0)",11520
2012-07-10,2012-07-10 04:58:00.000,2012-07-10 05:14:00.000,2012-07-10 05:31:00.000,M1.7,"(0, 0)",11520
2012-07-10,2012-07-10 06:05:00.000,2012-07-10 06:27:00.000,2012-07-10 06:47:00.000,M2.0,"(-30, -17)",11520
2012-07-12,2012-07-12 15:37:00.000,2012-07-12 16:49:00.000,2012-07-12 17:30:00.000,X1.4,"(1, -15)",11520
2012-07-14,2012-07-14 04:51:00.000,2012-07-14 04:58:00.000,2012-07-14 05:05:00.000,M1.0,"(36, -22)",11521
2012-07-17,2012-07-17 12:03:00.000,2012-07-17 17:15:00.000,2012-07-17 19:04:00.000,M1.7,"(65, -28)",11520
2012-07-19,2012-07-19 04:17:00.000,2012-07-19 05:58:00.000,2012-07-19 06:56:00.000,M7.7,"(0, 0)",11520
2012-07-27,2012-07-27 17:17:00.000,2012-07-27 17:26:00.000,2012-07-27 17:32:00.000,M2.7,"(-62, -18)",11532
2012-07-28,2012-07-28 20:44:00.000,2012-07-28 20:56:00.000,2012-07-28 21:04:00.000,M6.1,"(-54, -25)",11532
2012-07-29,2012-07-29 06:15:00.000,2012-07-29 06:22:00.000,2012-07-29 06:29:00.000,M2.3,"(-49, -22)",11532
2012-07-30,2012-07-30 15:39:00.000,2012-07-30 15:48:00.000,2012-07-30 15:53:00.000,M1.1,"(-28, -22)",11536
2012-08-06,2012-08-06 04:33:00.000,2012-08-06 04:38:00.000,2012-08-06 04:41:00.000,M1.6,"(0, 0)",11542
2012-08-11,2012-08-11 11:55:00.000,2012-08-11 12:20:00.000,2012-08-11 12:57:00.000,M1.0,"(38, -28)",11540
2012-08-17,2012-08-17 13:12:00.000,2012-08-17 13:19:00.000,2012-08-17 13:23:00.000,M2.4,"(0, 0)",11548
2012-08-17,2012-08-17 17:08:00.000,2012-08-17 17:20:00.000,2012-08-17 17:27:00.000,M1.0,"(0, 0)",11548
2012-08-18,2012-08-18 00:24:00.000,2012-08-18 01:02:00.000,2012-08-18 01:07:00.000,M5.5,"(-86, 19)",11548
2012-08-18,2012-08-18 03:17:00.000,2012-08-18 03:23:00.000,2012-08-18 03:30:00.000,M1.8,"(-86, 19)",11548
2012-08-18,2012-08-18 16:02:00.000,2012-08-18 16:07:00.000,2012-08-18 16:09:00.000,M2.0,"(-80, 19)",11548
2012-08-18,2012-08-18 22:46:00.000,2012-08-18 22:54:00.000,2012-08-18 23:00:00.000,M1.0,"(-78, 19)",11548
2012-08-18,2012-08-18 23:15:00.000,2012-08-18 23:22:00.000,2012-08-18 23:32:00.000,M1.3,"(-76, 21)",11548
2012-08-30,2012-08-30 12:02:00.000,2012-08-30 12:11:00.000,2012-08-30 12:14:00.000,M1.3,"(0, 0)",11563
2012-09-06,2012-09-06 04:06:00.000,2012-09-06 04:13:00.000,2012-09-06 04:20:00.000,M1.6,"(0, 0)",11560
2012-09-08,2012-09-08 17:35:00.000,2012-09-08 17:59:00.000,2012-09-08 18:20:00.000,M1.4,"(0, 0)",11564
2012-09-09,2012-09-09 21:50:00.000,2012-09-09 22:36:00.000,2012-09-09 22:56:00.000,M1.2,"(52, -15)",11564
2012-09-30,2012-09-30 04:27:00.000,2012-09-30 04:33:00.000,2012-09-30 04:42:00.000,M1.3,"(0, 0)",11583
2012-10-08,2012-10-08 11:05:00.000,2012-10-08 11:17:00.000,2012-10-08 11:23:00.000,M2.3,"(0, 0)",0
2012-10-09,2012-10-09 23:22:00.000,2012-10-09 23:31:00.000,2012-10-09 23:35:00.000,M1.7,"(0, 0)",0
2012-10-10,2012-10-10 04:51:00.000,2012-10-10 05:04:00.000,2012-10-10 05:20:00.000,M1.0,"(0, 0)",0
2012-10-20,2012-10-20 18:05:00.000,2012-10-20 18:14:00.000,2012-10-20 18:19:00.000,M9.0,"(0, 0)",11598
2012-10-21,2012-10-21 19:46:00.000,2012-10-21 20:03:00.000,2012-10-21 20:20:00.000,M1.3,"(-76, -10)",11598
2012-10-22,2012-10-22 18:38:00.000,2012-10-22 18:51:00.000,2012-10-22 19:01:00.000,M5.0,"(-61, -12)",11598
2012-10-23,2012-10-23 03:13:00.000,2012-10-23 03:17:00.000,2012-10-23 03:21:00.000,X1.8,"(0, 0)",11598
2012-11-08,2012-11-08 02:08:00.000,2012-11-08 02:23:00.000,2012-11-08 02:55:00.000,M1.7,"(0, 0)",11611
2012-11-11,2012-11-11 02:11:00.000,2012-11-11 02:33:00.000,2012-11-11 02:52:00.000,M1.0,"(0, 0)",11614
2012-11-12,2012-11-12 23:13:00.000,2012-11-12 23:28:00.000,2012-11-12 23:33:00.000,M2.0,"(0, 0)",11613
2012-11-13,2012-11-13 01:58:00.000,2012-11-13 02:04:00.000,2012-11-13 02:06:00.000,M6.0,"(0, 0)",11613
2012-11-13,2012-11-13 05:42:00.000,2012-11-13 05:50:00.000,2012-11-13 05:54:00.000,M2.5,"(0, 0)",11613
2012-11-13,2012-11-13 20:50:00.000,2012-11-13 20:54:00.000,2012-11-13 20:57:00.000,M2.8,"(-33, -22)",11613
2012-11-14,2012-11-14 03:59:00.000,2012-11-14 04:04:00.000,2012-11-14 04:07:00.000,M1.1,"(0, 0)",11613
2012-11-20,2012-11-20 12:36:00.000,2012-11-20 12:41:00.000,2012-11-20 12:46:00.000,M1.7,"(0, 0)",0
2012-11-20,2012-11-20 19:21:00.000,2012-11-20 19:28:00.000,2012-11-20 19:32:00.000,M1.6,"(-15, 7)",11618
2012-11-21,2012-11-21 06:45:00.000,2012-11-21 06:56:00.000,2012-11-21 07:08:00.000,M1.4,"(-10, 6)",11618
2012-11-21,2012-11-21 15:10:00.000,2012-11-21 15:30:00.000,2012-11-21 15:38:00.000,M3.5,"(0, 0)",11618
2012-11-27,2012-11-27 15:52:00.000,2012-11-27 15:57:00.000,2012-11-27 16:03:00.000,M1.6,"(73, 5)",11618
2012-11-27,2012-11-27 21:05:00.000,2012-11-27 21:26:00.000,2012-11-27 21:30:00.000,M1.0,"(41, -14)",11620
2012-11-28,2012-11-28 21:20:00.000,2012-11-28 21:36:00.000,2012-11-28 21:48:00.000,M2.2,"(57, -14)",11620
2013-01-05,2013-01-05 09:26:00.000,2013-01-05 09:31:00.000,2013-01-05 09:34:00.000,M1.7,"(0, 0)",11652
2013-01-11,2013-01-11 08:43:00.000,2013-01-11 09:11:00.000,2013-01-11 09:17:00.000,M1.2,"(0, 0)",11654
2013-01-11,2013-01-11 14:51:00.000,2013-01-11 15:07:00.000,2013-01-11 15:24:00.000,M1.0,"(0, 0)",11654
2013-01-13,2013-01-13 00:45:00.000,2013-01-13 00:50:00.000,2013-01-13 00:52:00.000,M1.0,"(0, 0)",11652
2013-01-13,2013-01-13 08:35:00.000,2013-01-13 08:38:00.000,2013-01-13 08:40:00.000,M1.7,"(0, 0)",11652
2013-02-17,2013-02-17 15:45:00.000,2013-02-17 15:50:00.000,2013-02-17 15:52:00.000,M1.9,"(-22, 12)",11675
2013-03-05,2013-03-05 07:47:00.000,2013-03-05 07:54:00.000,2013-03-05 07:59:00.000,M1.2,"(54, -15)",11686
2013-03-15,2013-03-15 05:46:00.000,2013-03-15 06:58:00.000,2013-03-15 08:35:00.000,M1.1,"(-12, 11)",11692
2013-03-21,2013-03-21 21:42:00.000,2013-03-21 22:04:00.000,2013-03-21 22:36:00.000,M1.6,"(0, 0)",11692
2013-04-05,2013-04-05 17:34:00.000,2013-04-05 17:48:00.000,2013-04-05 18:04:00.000,M2.2,"(0, 0)",11719
2013-04-11,2013-04-11 06:55:00.000,2013-04-11 07:16:00.000,2013-04-11 07:29:00.000,M6.5,"(-12, 9)",11719
2013-04-12,2013-04-12 19:52:00.000,2013-04-12 20:38:00.000,2013-04-12 20:46:00.000,M3.3,"(0, 0)",11718
2013-04-22,2013-04-22 10:22:00.000,2013-04-22 10:29:00.000,2013-04-22 10:31:00.000,M1.0,"(0, 0)",11726
2013-05-02,2013-05-02 04:58:00.000,2013-05-02 05:10:00.000,2013-05-02 05:19:00.000,M1.1,"(26, 10)",11731
2013-05-03,2013-05-03 16:39:00.000,2013-05-03 16:55:00.000,2013-05-03 17:22:00.000,M1.3,"(38, 10)",11731
2013-05-03,2013-05-03 17:24:00.000,2013-05-03 17:32:00.000,2013-05-03 17:41:00.000,M5.7,"(-81, 16)",11739
2013-05-05,2013-05-05 17:42:00.000,2013-05-05 17:56:00.000,2013-05-05 17:58:00.000,M1.4,"(-49, 13)",11739
2013-05-10,2013-05-10 00:44:00.000,2013-05-10 00:57:00.000,2013-05-10 01:08:00.000,M3.9,"(0, 0)",11745
2013-05-10,2013-05-10 12:37:00.000,2013-05-10 12:56:00.000,2013-05-10 13:04:00.000,M1.3,"(0, 0)",11745
2013-05-12,2013-05-12 20:17:00.000,2013-05-12 20:32:00.000,2013-05-12 21:03:00.000,M1.9,"(0, 0)",11748
2013-05-12,2013-05-12 22:37:00.000,2013-05-12 22:44:00.000,2013-05-12 22:52:00.000,M1.2,"(0, 0)",11748
2013-05-13,2013-05-13 01:53:00.000,2013-05-13 02:17:00.000,2013-05-13 02:32:00.000,X1.7,"(0, 0)",11748
2013-05-13,2013-05-13 11:57:00.000,2013-05-13 12:03:00.000,2013-05-13 12:09:00.000,M1.3,"(0, 0)",11748
2013-05-13,2013-05-13 15:48:00.000,2013-05-13 16:05:00.000,2013-05-13 16:16:00.000,X2.8,"(-85, 11)",11748
2013-05-14,2013-05-14 00:00:00.000,2013-05-14 01:11:00.000,2013-05-14 01:20:00.000,X3.2,"(0, 0)",11748
2013-05-15,2013-05-15 01:25:00.000,2013-05-15 01:48:00.000,2013-05-15 01:58:00.000,X1.2,"(-64, 12)",11748
2013-05-16,2013-05-16 21:36:00.000,2013-05-16 21:53:00.000,2013-05-16 22:03:00.000,M1.3,"(-41, 13)",11748
2013-05-17,2013-05-17 08:43:00.000,2013-05-17 08:57:00.000,2013-05-17 09:19:00.000,M3.2,"(0, 0)",11748
2013-05-20,2013-05-20 05:16:00.000,2013-05-20 05:25:00.000,2013-05-20 06:03:00.000,M1.7,"(0, 0)",11755
2013-05-22,2013-05-22 13:08:00.000,2013-05-22 13:32:00.000,2013-05-22 14:08:00.000,M5.0,"(0, 0)",11745
2013-05-31,2013-05-31 19:52:00.000,2013-05-31 20:00:00.000,2013-05-31 20:06:00.000,M1.0,"(-43, 13)",11760
2013-06-05,2013-06-05 08:14:00.000,2013-06-05 08:57:00.000,2013-06-05 09:26:00.000,M1.3,"(51, -32)",11762
2013-06-07,2013-06-07 22:11:00.000,2013-06-07 22:49:00.000,2013-06-07 23:04:00.000,M5.9,"(0, 0)",11762
2013-06-21,2013-06-21 02:30:00.000,2013-06-21 03:14:00.000,2013-06-21 03:43:00.000,M2.9,"(-73, -16)",11777
2013-06-23,2013-06-23 20:48:00.000,2013-06-23 20:56:00.000,2013-06-23 20:59:00.000,M2.9,"(-62, -15)",11778
2013-07-03,2013-07-03 07:00:00.000,2013-07-03 07:08:00.000,2013-07-03 07:18:00.000,M1.5,"(-82, -11)",11787
2013-08-12,2013-08-12 10:21:00.000,2013-08-12 10:41:00.000,2013-08-12 10:47:00.000,M1.5,"(-19, -17)",11817
2013-08-17,2013-08-17 18:16:00.000,2013-08-17 18:24:00.000,2013-08-17 18:35:00.000,M3.3,"(30, -7)",11818
2013-08-17,2013-08-17 18:49:00.000,2013-08-17 19:33:00.000,2013-08-17 19:54:00.000,M1.4,"(0, 0)",11818
2013-10-09,2013-10-09 01:23:00.000,2013-10-09 01:48:00.000,2013-10-09 01:56:00.000,M2.8,"(0, 0)",11865
2013-10-11,2013-10-11 07:01:00.000,2013-10-11 07:25:00.000,2013-10-11 07:45:00.000,M1.5,"(0, 0)",0
2013-10-13,2013-10-13 00:12:00.000,2013-10-13 00:43:00.000,2013-10-13 01:05:00.000,M1.7,"(-17, -22)",11865
2013-10-15,2013-10-15 08:26:00.000,2013-10-15 08:38:00.000,2013-10-15 08:48:00.000,M1.8,"(13, -22)",11865
2013-10-15,2013-10-15 23:31:00.000,2013-10-15 23:36:00.000,2013-10-15 23:41:00.000,M1.3,"(20, -23)",11865
2013-10-17,2013-10-17 15:09:00.000,2013-10-17 15:41:00.000,2013-10-17 15:58:00.000,M1.2,"(0, 0)",11861
2013-10-22,2013-10-22 00:14:00.000,2013-10-22 00:22:00.000,2013-10-22 00:28:00.000,M1.0,"(-17, 6)",11875
2013-10-22,2013-10-22 14:49:00.000,2013-10-22 15:20:00.000,2013-10-22 15:28:00.000,M1.0,"(-7, 7)",11875
2013-10-22,2013-10-22 21:15:00.000,2013-10-22 21:20:00.000,2013-10-22 21:22:00.000,M4.2,"(1, 4)",11875
2013-10-23,2013-10-23 20:41:00.000,2013-10-23 20:53:00.000,2013-10-23 20:59:00.000,M2.7,"(0, 0)",11875
2013-10-23,2013-10-23 23:33:00.000,2013-10-23 23:43:00.000,2013-10-23 23:47:00.000,M1.4,"(7, 7)",11875
2013-10-23,2013-10-23 23:58:00.000,2013-10-24 00:08:00.000,2013-10-24 00:16:00.000,M3.1,"(0, 0)",11875
2013-10-24,2013-10-24 00:21:00.000,2013-10-24 00:30:00.000,2013-10-24 00:35:00.000,M9.3,"(-8, -10)",11877
2013-10-24,2013-10-24 09:59:00.000,2013-10-24 10:09:00.000,2013-10-24 10:17:00.000,M2.5,"(14, 6)",11875
2013-10-24,2013-10-24 10:30:00.000,2013-10-24 10:33:00.000,2013-10-24 10:37:00.000,M3.5,"(0, 0)",11875
2013-10-25,2013-10-25 02:48:00.000,2013-10-25 03:02:00.000,2013-10-25 03:12:00.000,M2.9,"(0, 0)",11882
2013-10-25,2013-10-25 07:53:00.000,2013-10-25 08:01:00.000,2013-10-25 08:09:00.000,X1.7,"(0, 0)",11882
2013-10-25,2013-10-25 09:43:00.000,2013-10-25 10:12:00.000,2013-10-25 10:25:00.000,M1.0,"(-68, -3)",11882
2013-10-25,2013-10-25 14:51:00.000,2013-10-25 15:03:00.000,2013-10-25 15:12:00.000,X2.1,"(0, 0)",11882
2013-10-25,2013-10-25 17:02:00.000,2013-10-25 17:09:00.000,2013-10-25 17:16:00.000,M1.3,"(0, 0)",11882
2013-10-25,2013-10-25 19:05:00.000,2013-10-25 19:21:00.000,2013-10-25 19:24:00.000,M2.3,"(-66, -6)",11882
2013-10-25,2013-10-25 20:54:00.000,2013-10-25 20:58:00.000,2013-10-25 21:13:00.000,M1.9,"(-64, -7)",11882
2013-10-26,2013-10-26 05:59:00.000,2013-10-26 06:06:00.000,2013-10-26 06:20:00.000,M2.3,"(-61, -9)",11882
2013-10-26,2013-10-26 09:17:00.000,2013-10-26 09:37:00.000,2013-10-26 09:48:00.000,M1.5,"(0, 0)",11882
2013-10-26,2013-10-26 10:48:00.000,2013-10-26 11:17:00.000,2013-10-26 11:34:00.000,M1.8,"(0, 0)",11882
2013-10-26,2013-10-26 19:24:00.000,2013-10-26 19:27:00.000,2013-10-26 19:30:00.000,M3.1,"(-81, -9)",11884
2013-10-26,2013-10-26 19:49:00.000,2013-10-26 19:53:00.000,2013-10-26 19:58:00.000,M1.0,"(-53, -7)",11882
2013-10-27,2013-10-27 12:36:00.000,2013-10-27 12:48:00.000,2013-10-27 12:52:00.000,M3.5,"(63, 6)",11875
2013-10-28,2013-10-28 01:41:00.000,2013-10-28 02:03:00.000,2013-10-28 02:12:00.000,X1.0,"(66, 4)",11875
2013-10-28,2013-10-28 04:32:00.000,2013-10-28 04:41:00.000,2013-10-28 04:46:00.000,M5.1,"(71, 8)",11875
2013-10-28,2013-10-28 11:32:00.000,2013-10-28 11:53:00.000,2013-10-28 12:39:00.000,M1.4,"(44, -16)",11877
2013-10-28,2013-10-28 14:00:00.000,2013-10-28 14:05:00.000,2013-10-28 14:12:00.000,M2.8,"(0, 0)",11875
2013-10-28,2013-10-28 14:46:00.000,2013-10-28 15:01:00.000,2013-10-28 15:04:00.000,M2.7,"(0, 0)",11882
2013-10-28,2013-10-28 15:07:00.000,2013-10-28 15:15:00.000,2013-10-28 15:21:00.000,M4.4,"(0, 0)",11882
2013-10-28,2013-10-28 20:48:00.000,2013-10-28 20:57:00.000,2013-10-28 21:02:00.000,M1.5,"(0, 0)",11875
2013-10-29,2013-10-29 21:42:00.000,2013-10-29 21:54:00.000,2013-10-29 22:01:00.000,X2.3,"(0, 0)",11875
2013-10-31,2013-10-31 13:36:00.000,2013-10-31 13:51:00.000,2013-10-31 14:02:00.000,M1.9,"(0, 0)",11877
2013-11-01,2013-11-01 19:46:00.000,2013-11-01 19:53:00.000,2013-11-01 19:58:00.000,M6.3,"(-1, -11)",11884
2013-11-02,2013-11-02 22:13:00.000,2013-11-02 22:21:00.000,2013-11-02 22:25:00.000,M1.6,"(11, -12)",11884
2013-11-03,2013-11-03 05:16:00.000,2013-11-03 05:22:00.000,2013-11-03 05:26:00.000,M5.0,"(16, -12)",11884
2013-11-05,2013-11-05 08:12:00.000,2013-11-05 08:18:00.000,2013-11-05 08:21:00.000,M2.5,"(-48, -17)",11890
2013-11-05,2013-11-05 18:08:00.000,2013-11-05 18:13:00.000,2013-11-05 18:17:00.000,M1.0,"(0, 0)",11890
2013-11-05,2013-11-05 22:07:00.000,2013-11-05 22:12:00.000,2013-11-05 22:15:00.000,X3.3,"(-46, -12)",11890
2013-11-06,2013-11-06 13:39:00.000,2013-11-06 13:46:00.000,2013-11-06 13:53:00.000,M3.8,"(0, 0)",11890
2013-11-06,2013-11-06 23:44:00.000,2013-11-07 00:02:00.000,2013-11-07 00:14:00.000,M1.8,"(0, 0)",0
2013-11-07,2013-11-07 03:34:00.000,2013-11-07 03:40:00.000,2013-11-07 03:43:00.000,M2.3,"(-28, -14)",11890
2013-11-07,2013-11-07 14:15:00.000,2013-11-07 14:25:00.000,2013-11-07 14:31:00.000,M2.4,"(-23, -13)",11890
2013-11-08,2013-11-08 04:20:00.000,2013-11-08 04:26:00.000,2013-11-08 04:29:00.000,X1.1,"(-15, -14)",11890
2013-11-08,2013-11-08 09:22:00.000,2013-11-08 09:28:00.000,2013-11-08 09:31:00.000,M2.3,"(28, -18)",11891
2013-11-10,2013-11-10 05:08:00.000,2013-11-10 05:14:00.000,2013-11-10 05:18:00.000,X1.1,"(13, -14)",11890
2013-11-11,2013-11-11 11:01:00.000,2013-11-11 11:18:00.000,2013-11-11 11:30:00.000,M2.4,"(0, 0)",11897
2013-11-13,2013-11-13 14:57:00.000,2013-11-13 15:20:00.000,2013-11-13 15:41:00.000,M1.4,"(0, 0)",11897
2013-11-15,2013-11-15 02:20:00.000,2013-11-15 02:29:00.000,2013-11-15 02:33:00.000,M1.0,"(-52, 7)",11899
2013-11-16,2013-11-16 04:47:00.000,2013-11-16 04:53:00.000,2013-11-16 04:57:00.000,M1.2,"(0, 0)",11900
2013-11-16,2013-11-16 07:45:00.000,2013-11-16 07:49:00.000,2013-11-16 07:53:00.000,M1.6,"(29, -19)",11900
2013-11-17,2013-11-17 05:06:00.000,2013-11-17 05:10:00.000,2013-11-17 05:13:00.000,M1.0,"(42, -20)",11900
2013-11-19,2013-11-19 10:14:00.000,2013-11-19 10:26:00.000,2013-11-19 10:34:00.000,X1.0,"(0, 0)",11893
2013-11-21,2013-11-21 10:52:00.000,2013-11-21 11:11:00.000,2013-11-21 11:42:00.000,M1.2,"(0, 0)",11893
2013-11-23,2013-11-23 02:20:00.000,2013-11-23 02:32:00.000,2013-11-23 02:49:00.000,M1.1,"(56, 14)",11904
2013-11-23,2013-11-23 12:49:00.000,2013-11-23 12:57:00.000,2013-11-23 13:05:00.000,M1.0,"(0, 0)",11904
2013-12-07,2013-12-07 07:17:00.000,2013-12-07 07:29:00.000,2013-12-07 07:49:00.000,M1.2,"(49, -16)",11909
2013-12-19,2013-12-19 23:06:00.000,2013-12-19 23:19:00.000,2013-12-19 23:26:00.000,M3.5,"(0, 0)",11934
2013-12-20,2013-12-20 11:35:00.000,2013-12-20 11:57:00.000,2013-12-20 12:07:00.000,M1.6,"(0, 0)",11934
2013-12-22,2013-12-22 08:05:00.000,2013-12-22 08:11:00.000,2013-12-22 08:18:00.000,M1.9,"(49, -20)",11928
2013-12-22,2013-12-22 08:33:00.000,2013-12-22 08:37:00.000,2013-12-22 08:41:00.000,M1.1,"(52, -17)",11928
2013-12-22,2013-12-22 14:24:00.000,2013-12-22 14:38:00.000,2013-12-22 14:48:00.000,M1.6,"(0, 0)",11934
2013-12-22,2013-12-22 15:06:00.000,2013-12-22 15:12:00.000,2013-12-22 15:19:00.000,M3.3,"(0, 0)",11928
2013-12-22,2013-12-22 21:23:00.000,2013-12-22 22:08:00.000,2013-12-22 22:13:00.000,M1.6,"(58, -17)",11928
2013-12-22,2013-12-22 23:44:00.000,2013-12-23 00:03:00.000,2013-12-23 00:05:00.000,M1.3,"(60, -17)",11928
2013-12-23,2013-12-23 08:59:00.000,2013-12-23 09:06:00.000,2013-12-23 09:09:00.000,M1.6,"(0, 0)",11928
2013-12-29,2013-12-29 07:49:00.000,2013-12-29 07:56:00.000,2013-12-29 08:00:00.000,M3.1,"(-1, -18)",11936
2013-12-31,2013-12-31 21:45:00.000,2013-12-31 21:58:00.000,2013-12-31 22:20:00.000,M6.4,"(35, -16)",11936
2014-01-01,2014-01-01 18:40:00.000,2014-01-01 18:52:00.000,2014-01-01 19:03:00.000,M9.9,"(47, -14)",11936
2014-01-02,2014-01-02 02:24:00.000,2014-01-02 02:33:00.000,2014-01-02 02:56:00.000,M1.7,"(-76, -5)",11944
2014-01-02,2014-01-02 22:12:00.000,2014-01-02 22:18:00.000,2014-01-02 22:22:00.000,M1.2,"(-72, -5)",11944
2014-01-03,2014-01-03 12:41:00.000,2014-01-03 12:50:00.000,2014-01-03 12:54:00.000,M1.0,"(0, 0)",11944
2014-01-03,2014-01-03 21:09:00.000,2014-01-03 21:14:00.000,2014-01-03 21:19:00.000,M1.1,"(-56, -6)",11944
2014-01-04,2014-01-04 10:16:00.000,2014-01-04 10:25:00.000,2014-01-04 10:41:00.000,M1.3,"(-48, -5)",11944
2014-01-04,2014-01-04 10:16:00.000,2014-01-04 10:25:00.000,2014-01-04 10:41:00.000,M1.3,"(-48, -5)",11944
2014-01-04,2014-01-04 18:47:00.000,2014-01-04 19:46:00.000,2014-01-04 20:23:00.000,M4.0,"(0, 0)",0
2014-01-04,2014-01-04 19:05:00.000,2014-01-04 19:46:00.000,2014-01-04 20:23:00.000,M4.0,"(0, 0)",0
2014-01-04,2014-01-04 22:12:00.000,2014-01-04 22:52:00.000,2014-01-04 23:22:00.000,M1.9,"(0, 0)",11936
2014-01-07,2014-01-07 03:49:00.000,2014-01-07 03:53:00.000,2014-01-07 03:56:00.000,M1.0,"(-8, 7)",11946
2014-01-07,2014-01-07 10:07:00.000,2014-01-07 10:13:00.000,2014-01-07 10:37:00.000,M7.2,"(-11, -13)",11944
2014-01-07,2014-01-07 18:04:00.000,2014-01-07 18:32:00.000,2014-01-07 18:58:00.000,X1.2,"(0, 0)",11944
2014-01-08,2014-01-08 03:39:00.000,2014-01-08 03:47:00.000,2014-01-08 03:54:00.000,M3.6,"(81, 11)",11947
2014-01-13,2014-01-13 21:48:00.000,2014-01-13 21:51:00.000,2014-01-13 21:53:00.000,M1.3,"(11, -7)",11944
2014-01-27,2014-01-27 01:05:00.000,2014-01-27 01:22:00.000,2014-01-27 01:39:00.000,M1.0,"(0, 0)",0
2014-01-27,2014-01-27 02:02:00.000,2014-01-27 02:11:00.000,2014-01-27 02:18:00.000,M1.1,"(0, 0)",0
2014-01-27,2014-01-27 22:05:00.000,2014-01-27 22:10:00.000,2014-01-27 22:15:00.000,M4.9,"(0, 0)",11967
2014-01-28,2014-01-28 04:02:00.000,2014-01-28 04:09:00.000,2014-01-28 04:13:00.000,M1.5,"(0, 0)",11967
2014-01-28,2014-01-28 07:25:00.000,2014-01-28 07:31:00.000,2014-01-28 07:34:00.000,M3.6,"(0, 0)",11967
2014-01-28,2014-01-28 11:34:00.000,2014-01-28 11:38:00.000,2014-01-28 11:41:00.000,M1.4,"(0, 0)",11967
2014-01-28,2014-01-28 12:33:00.000,2014-01-28 12:46:00.000,2014-01-28 12:50:00.000,M1.3,"(0, 0)",11967
2014-01-28,2014-01-28 12:38:00.000,2014-01-28 12:46:00.000,2014-01-28 12:50:00.000,M1.3,"(0, 0)",0
2014-01-28,2014-01-28 19:00:00.000,2014-01-28 19:40:00.000,2014-01-28 19:46:00.000,M4.9,"(-76, -14)",11967
2014-01-28,2014-01-28 22:04:00.000,2014-01-28 22:16:00.000,2014-01-28 22:20:00.000,M2.6,"(-75, -14)",11967
2014-01-30,2014-01-30 06:33:00.000,2014-01-30 06:39:00.000,2014-01-30 06:44:00.000,M2.1,"(-54, -15)",11967
2014-01-30,2014-01-30 07:54:00.000,2014-01-30 08:11:00.000,2014-01-30 08:41:00.000,M1.1,"(-52, -12)",11967
2014-01-30,2014-01-30 15:48:00.000,2014-01-30 16:11:00.000,2014-01-30 16:28:00.000,M6.6,"(-58, -13)",11967
2014-01-31,2014-01-31 15:32:00.000,2014-01-31 15:42:00.000,2014-01-31 15:53:00.000,M1.1,"(0, 0)",11968
2014-02-01,2014-02-01 01:19:00.000,2014-02-01 01:25:00.000,2014-02-01 01:38:00.000,M1.0,"(-26, -11)",11967
