event_date,start_time,peak_time,end_time,goes_class,goes_location,noaa_active_region
2015-01-28,2015-01-28 21:32:00.000,2015-01-28 21:37:00.000,2015-01-28 21:40:00.000,M1.0,"(-73, 8)",12277
2015-01-29,2015-01-29 11:32:00.000,2015-01-29 11:42:00.000,2015-01-29 11:52:00.000,M2.1,"(6, -12)",12268
2015-01-30,2015-01-30 00:32:00.000,2015-01-30 00:44:00.000,2015-01-30 01:02:00.000,M2.0,"(0, 0)",12268
2015-01-30,2015-01-30 05:29:00.000,2015-01-30 05:36:00.000,2015-01-30 06:35:00.000,M1.7,"(0, 0)",12268
2015-01-30,2015-01-30 12:10:00.000,2015-01-30 12:16:00.000,2015-01-30 12:21:00.000,M2.4,"(0, 0)",12277
2015-02-04,2015-02-04 02:08:00.000,2015-02-04 02:15:00.000,2015-02-04 02:21:00.000,M1.2,"(14, 10)",12277
2015-02-09,2015-02-09 22:19:00.000,2015-02-09 23:35:00.000,2015-02-10 00:16:00.000,M2.4,"(33, -8)",12280
2015-02-09,2015-02-09 22:59:00.000,2015-02-09 23:35:00.000,2015-02-10 00:14:00.000,M2.4,"(0, 0)",12282
2015-02-09,2015-02-09 23:02:00.000,2015-02-09 23:35:00.000,2015-02-10 00:12:00.000,M2.3,"(0, 0)",0
2015-03-02,2015-03-02 06:31:00.000,2015-03-02 06:39:00.000,2015-03-02 06:44:00.000,M1.0,"(0, 0)",12290
2015-03-02,2015-03-02 08:52:00.000,2015-03-02 09:48:00.000,2015-03-02 09:58:00.000,M1.1,"(0, 0)",12290
2015-03-02,2015-03-02 09:37:00.000,2015-03-02 09:48:00.000,2015-03-02 09:58:00.000,M1.1,"(0, 0)",12290
2015-03-02,2015-03-02 15:10:00.000,2015-03-02 15:28:00.000,2015-03-02 15:37:00.000,M3.7,"(0, 0)",12290
2015-03-02,2015-03-02 19:21:00.000,2015-03-02 19:31:00.000,2015-03-02 19:36:00.000,M4.1,"(0, 0)",12290
2015-03-03,2015-03-03 01:25:00.000,2015-03-03 01:35:00.000,2015-03-03 01:42:00.000,M8.2,"(87, 21)",12290
2015-03-05,2015-03-05 17:06:00.000,2015-03-05 18:11:00.000,2015-03-05 18:26:00.000,M1.2,"(0, 0)",12297
2015-03-06,2015-03-06 04:14:00.000,2015-03-06 04:57:00.000,2015-03-06 05:27:00.000,M3.0,"(0, 0)",12297
2015-03-06,2015-03-06 06:55:00.000,2015-03-06 08:15:00.000,2015-03-06 08:28:00.000,M1.5,"(0, 0)",12297
2015-03-07,2015-03-07 21:45:00.000,2015-03-07 22:22:00.000,2015-03-07 22:58:00.000,M9.2,"(0, 0)",12297
2015-03-09,2015-03-09 14:22:00.000,2015-03-09 14:33:00.000,2015-03-09 14:37:00.000,M4.5,"(-49, -15)",12297
2015-03-09,2015-03-09 23:29:00.000,2015-03-09 23:53:00.000,2015-03-10 00:12:00.000,M5.8,"(-45, -18)",12297
2015-03-10,2015-03-10 03:19:00.000,2015-03-10 03:24:00.000,2015-03-10 03:28:00.000,M5.1,"(-40, -15)",12297
2015-03-10,2015-03-10 23:46:00.000,2015-03-11 00:02:00.000,2015-03-11 00:06:00.000,M2.9,"(-28, -16)",12297
2015-03-11,2015-03-11 07:10:00.000,2015-03-11 07:18:00.000,2015-03-11 07:43:00.000,M1.8,"(-26, -16)",12297
2015-03-11,2015-03-11 07:51:00.000,2015-03-11 07:57:00.000,2015-03-11 08:03:00.000,M2.6,"(0, 0)",12297
2015-03-11,2015-03-11 16:11:00.000,2015-03-11 16:22:00.000,2015-03-11 16:29:00.000,X2.1,"(-21, -17)",12297
2015-03-11,2015-03-11 18:37:00.000,2015-03-11 18:51:00.000,2015-03-11 18:57:00.000,M1.0,"(-18, -16)",12297
2015-03-12,2015-03-12 04:41:00.000,2015-03-12 04:46:00.000,2015-03-12 04:50:00.000,M3.2,"(0, 0)",12297
2015-03-12,2015-03-12 11:38:00.000,2015-03-12 11:50:00.000,2015-03-12 12:02:00.000,M1.6,"(0, 0)",12297
2015-03-12,2015-03-12 12:09:00.000,2015-03-12 12:14:00.000,2015-03-12 12:18:00.000,M1.4,"(0, 0)",12297
2015-03-12,2015-03-12 13:50:00.000,2015-03-12 14:08:00.000,2015-03-12 14:13:00.000,M4.2,"(-6, -15)",12297
2015-03-12,2015-03-12 21:44:00.000,2015-03-12 21:51:00.000,2015-03-12 21:56:00.000,M2.7,"(0, 0)",12297
2015-03-13,2015-03-13 03:47:00.000,2015-03-13 04:01:00.000,2015-03-13 04:16:00.000,M1.2,"(0, 0)",12297
2015-03-13,2015-03-13 05:49:00.000,2015-03-13 06:07:00.000,2015-03-13 06:12:00.000,M1.8,"(0, 0)",12297
2015-03-14,2015-03-14 04:23:00.000,2015-03-14 04:40:00.000,2015-03-14 04:54:00.000,M1.3,"(0, 0)",12297
2015-03-15,2015-03-15 09:36:00.000,2015-03-15 09:40:00.000,2015-03-15 09:46:00.000,M1.0,"(0, 0)",12297
2015-03-15,2015-03-15 22:42:00.000,2015-03-15 23:22:00.000,2015-03-15 23:38:00.000,M1.2,"(0, 0)",12297
2015-03-16,2015-03-16 10:39:00.000,2015-03-16 10:58:00.000,2015-03-16 11:17:00.000,M1.6,"(39, -17)",12297
2015-03-17,2015-03-17 22:49:00.000,2015-03-17 23:34:00.000,2015-03-17 23:48:00.000,M1.0,"(56, -21)",12297
2015-04-08,2015-04-08 14:37:00.000,2015-04-08 14:43:00.000,2015-04-08 14:47:00.000,M1.4,"(4, -14)",12320
2015-04-12,2015-04-12 08:51:00.000,2015-04-12 09:50:00.000,2015-04-12 10:44:00.000,M1.1,"(-62, 13)",12321
2015-04-21,2015-04-21 07:08:00.000,2015-04-21 07:21:00.000,2015-04-21 07:27:00.000,M1.0,"(0, 0)",12322
2015-04-21,2015-04-21 10:17:00.000,2015-04-21 10:40:00.000,2015-04-21 10:59:00.000,M2.2,"(0, 0)",0
2015-04-21,2015-04-21 11:49:00.000,2015-04-21 11:57:00.000,2015-04-21 12:02:00.000,M2.2,"(84, 10)",12322
2015-04-21,2015-04-21 15:24:00.000,2015-04-21 15:45:00.000,2015-04-21 15:51:00.000,M4.0,"(84, 10)",12322
2015-04-21,2015-04-21 16:55:00.000,2015-04-21 17:00:00.000,2015-04-21 17:09:00.000,M2.1,"(84, 13)",12322
2015-04-21,2015-04-21 21:39:00.000,2015-04-21 21:45:00.000,2015-04-21 21:55:00.000,M1.8,"(0, 0)",12322
2015-04-21,2015-04-21 21:58:00.000,2015-04-21 22:01:00.000,2015-04-21 22:04:00.000,M1.2,"(0, 0)",12325
2015-04-22,2015-04-22 08:30:00.000,2015-04-22 08:44:00.000,2015-04-22 08:58:00.000,M1.1,"(-5, -9)",12322
2015-04-23,2015-04-23 09:18:00.000,2015-04-23 10:07:00.000,2015-04-23 11:10:00.000,M1.1,"(0, 0)",12322
2015-05-05,2015-05-05 09:42:00.000,2015-05-05 09:47:00.000,2015-05-05 09:51:00.000,M1.9,"(0, 0)",12339
2015-05-05,2015-05-05 13:45:00.000,2015-05-05 13:53:00.000,2015-05-05 13:56:00.000,M1.2,"(-75, 15)",12339
2015-05-05,2015-05-05 14:19:00.000,2015-05-05 14:25:00.000,2015-05-05 14:32:00.000,M1.3,"(0, 0)",12335
2015-05-05,2015-05-05 17:12:00.000,2015-05-05 17:24:00.000,2015-05-05 17:30:00.000,M2.6,"(0, 0)",12335
2015-05-05,2015-05-05 22:05:00.000,2015-05-05 22:11:00.000,2015-05-05 22:15:00.000,X2.7,"(0, 0)",12339
2015-05-06,2015-05-06 11:45:00.000,2015-05-06 11:49:00.000,2015-05-06 11:51:00.000,M1.9,"(-67, 17)",12339
2015-06-11,2015-06-11 08:49:00.000,2015-06-11 08:55:00.000,2015-06-11 08:59:00.000,M1.0,"(0, 0)",12367
2015-06-13,2015-06-13 07:20:00.000,2015-06-13 07:29:00.000,2015-06-13 07:47:00.000,M1.3,"(78, 11)",12360
2015-06-14,2015-06-14 00:52:00.000,2015-06-14 00:59:00.000,2015-06-14 01:09:00.000,M2.0,"(73, 14)",12360
2015-06-18,2015-06-18 00:33:00.000,2015-06-18 01:27:00.000,2015-06-18 01:55:00.000,M1.2,"(0, 0)",12365
2015-06-18,2015-06-18 16:30:00.000,2015-06-18 17:36:00.000,2015-06-18 18:25:00.000,M3.0,"(-50, 15)",12371
2015-06-20,2015-06-20 06:28:00.000,2015-06-20 06:48:00.000,2015-06-20 07:09:00.000,M1.0,"(0, 0)",12371
2015-06-21,2015-06-21 01:02:00.000,2015-06-21 01:42:00.000,2015-06-21 02:00:00.000,M2.0,"(-13, 12)",12371
2015-06-21,2015-06-21 02:04:00.000,2015-06-21 02:34:00.000,2015-06-21 03:11:00.000,M2.7,"(0, 0)",12371
2015-06-21,2015-06-21 02:06:00.000,2015-06-21 02:36:00.000,2015-06-21 03:02:00.000,M2.6,"(0, 0)",12371
2015-06-21,2015-06-21 09:38:00.000,2015-06-21 09:44:00.000,2015-06-21 09:50:00.000,M3.8,"(0, 0)",12367
2015-06-21,2015-06-21 18:10:00.000,2015-06-21 18:20:00.000,2015-06-21 18:28:00.000,M1.1,"(64, -18)",12367
2015-06-22,2015-06-22 17:39:00.000,2015-06-22 18:23:00.000,2015-06-22 18:51:00.000,M6.5,"(8, 12)",12371
2015-06-25,2015-06-25 08:02:00.000,2015-06-25 08:16:00.000,2015-06-25 09:05:00.000,M7.9,"(42, 9)",12371
2015-07-03,2015-07-03 12:47:00.000,2015-07-03 12:51:00.000,2015-07-03 12:53:00.000,M1.5,"(-68, -15)",12378
2015-07-06,2015-07-06 08:24:00.000,2015-07-06 08:44:00.000,2015-07-06 08:59:00.000,M1.0,"(-42, 17)",12381
2015-07-06,2015-07-06 20:32:00.000,2015-07-06 20:40:00.000,2015-07-06 20:50:00.000,M1.7,"(-36, 18)",12381
2015-08-21,2015-08-21 01:56:00.000,2015-08-21 02:18:00.000,2015-08-21 02:37:00.000,M1.2,"(-39, -16)",12403
2015-08-21,2015-08-21 09:34:00.000,2015-08-21 09:48:00.000,2015-08-21 10:07:00.000,M1.4,"(-26, -17)",12403
2015-08-21,2015-08-21 19:10:00.000,2015-08-21 20:34:00.000,2015-08-21 20:50:00.000,M1.1,"(-26, -12)",12403
2015-08-22,2015-08-22 06:39:00.000,2015-08-22 06:49:00.000,2015-08-22 06:59:00.000,M1.2,"(0, 0)",12403
2015-08-22,2015-08-22 13:17:00.000,2015-08-22 13:23:00.000,2015-08-22 13:29:00.000,M2.2,"(0, 0)",12403
2015-08-22,2015-08-22 21:19:00.000,2015-08-22 21:24:00.000,2015-08-22 21:28:00.000,M3.5,"(-15, -15)",12403
2015-08-24,2015-08-24 07:26:00.000,2015-08-24 07:33:00.000,2015-08-24 07:35:00.000,M5.6,"(4, -15)",12403
2015-08-24,2015-08-24 17:40:00.000,2015-08-24 17:46:00.000,2015-08-24 17:49:00.000,M1.0,"(0, 0)",12403
2015-08-27,2015-08-27 04:48:00.000,2015-08-27 05:44:00.000,2015-08-27 06:03:00.000,M2.9,"(45, -14)",12403
2015-08-28,2015-08-28 13:04:00.000,2015-08-28 13:16:00.000,2015-08-28 13:23:00.000,M2.2,"(0, 0)",12403
2015-08-28,2015-08-28 18:56:00.000,2015-08-28 19:03:00.000,2015-08-28 19:06:00.000,M2.1,"(70, -13)",12403
2015-08-30,2015-08-30 02:01:00.000,2015-08-30 03:30:00.000,2015-08-30 04:23:00.000,M1.4,"(0, 0)",12403
2015-09-17,2015-09-17 09:34:00.000,2015-09-17 09:40:00.000,2015-09-17 09:45:00.000,M1.1,"(0, 0)",12415
2015-09-20,2015-09-20 04:55:00.000,2015-09-20 05:03:00.000,2015-09-20 05:17:00.000,M1.5,"(0, 0)",12420
2015-09-20,2015-09-20 17:32:00.000,2015-09-20 18:03:00.000,2015-09-20 18:29:00.000,M2.1,"(24, -20)",12415
2015-09-27,2015-09-27 10:20:00.000,2015-09-27 10:40:00.000,2015-09-27 10:46:00.000,M1.9,"(0, 0)",12422
2015-09-27,2015-09-27 20:54:00.000,2015-09-27 21:00:00.000,2015-09-27 21:15:00.000,M1.0,"(16, -21)",12422
2015-09-28,2015-09-28 03:45:00.000,2015-09-28 03:55:00.000,2015-09-28 03:59:00.000,M3.6,"(67, -9)",12423
2015-09-28,2015-09-28 07:27:00.000,2015-09-28 07:35:00.000,2015-09-28 07:46:00.000,M1.1,"(20, -22)",12422
2015-09-28,2015-09-28 13:01:00.000,2015-09-28 13:18:00.000,2015-09-28 13:29:00.000,M1.1,"(0, 0)",12422
2015-09-28,2015-09-28 14:53:00.000,2015-09-28 14:58:00.000,2015-09-28 15:03:00.000,M7.6,"(0, 0)",12422
2015-09-29,2015-09-29 03:11:00.000,2015-09-29 03:16:00.000,2015-09-29 03:31:00.000,M1.2,"(78, -8)",12423
2015-09-29,2015-09-29 03:41:00.000,2015-09-29 03:43:00.000,2015-09-29 03:53:00.000,M1.1,"(36, -20)",12422
2015-09-29,2015-09-29 05:05:00.000,2015-09-29 05:16:00.000,2015-09-29 05:23:00.000,M2.9,"(37, -21)",12422
2015-09-29,2015-09-29 05:33:00.000,2015-09-29 05:37:00.000,2015-09-29 05:39:00.000,M1.2,"(82, -9)",12423
2015-09-29,2015-09-29 05:53:00.000,2015-09-29 05:56:00.000,2015-09-29 06:04:00.000,M1.0,"(0, 0)",12422
2015-09-29,2015-09-29 06:39:00.000,2015-09-29 06:43:00.000,2015-09-29 06:46:00.000,M1.4,"(34, -20)",12422
2015-09-29,2015-09-29 08:46:00.000,2015-09-29 08:51:00.000,2015-09-29 08:55:00.000,M1.3,"(0, 0)",12423
2015-09-29,2015-09-29 11:09:00.000,2015-09-29 11:15:00.000,2015-09-29 11:20:00.000,M1.6,"(37, -21)",12422
2015-09-29,2015-09-29 19:20:00.000,2015-09-29 19:24:00.000,2015-09-29 19:27:00.000,M1.1,"(36, -20)",12422
2015-09-30,2015-09-30 10:49:00.000,2015-09-30 10:59:00.000,2015-09-30 11:13:00.000,M1.3,"(0, 0)",12422
2015-09-30,2015-09-30 13:18:00.000,2015-09-30 13:20:00.000,2015-09-30 13:21:00.000,M1.1,"(59, -23)",12422
2015-10-01,2015-10-01 13:03:00.000,2015-10-01 13:10:00.000,2015-10-01 13:14:00.000,M4.5,"(64, -23)",12422
2015-10-02,2015-10-02 00:06:00.000,2015-10-02 00:13:00.000,2015-10-02 00:17:00.000,M5.5,"(67, -19)",12422
2015-10-02,2015-10-02 12:19:00.000,2015-10-02 12:26:00.000,2015-10-02 12:31:00.000,M1.0,"(0, 0)",12422
2015-10-02,2015-10-02 17:08:00.000,2015-10-02 17:18:00.000,2015-10-02 17:23:00.000,M1.0,"(76, -19)",12422
2015-10-04,2015-10-04 02:34:00.000,2015-10-04 02:41:00.000,2015-10-04 02:48:00.000,M1.0,"(0, 0)",12422
2015-10-15,2015-10-15 23:27:00.000,2015-10-15 23:31:00.000,2015-10-15 23:37:00.000,M1.1,"(-50, -11)",12434
2015-10-16,2015-10-16 06:11:00.000,2015-10-16 06:16:00.000,2015-10-16 06:20:00.000,M1.1,"(-46, -11)",12434
2015-10-17,2015-10-17 20:09:00.000,2015-10-17 20:23:00.000,2015-10-17 20:28:00.000,M1.1,"(0, 0)",12437
2015-10-17,2015-10-17 20:35:00.000,2015-10-17 20:42:00.000,2015-10-17 20:46:00.000,M1.5,"(0, 0)",12437
2015-10-31,2015-10-31 17:48:00.000,2015-10-31 17:52:00.000,2015-10-31 17:55:00.000,M1.0,"(-51, 6)",12443
2015-11-04,2015-11-04 03:20:00.000,2015-11-04 03:26:00.000,2015-11-04 03:29:00.000,M1.9,"(64, 15)",12445
2015-11-04,2015-11-04 11:55:00.000,2015-11-04 12:03:00.000,2015-11-04 12:06:00.000,M2.5,"(0, 0)",12445
2015-11-04,2015-11-04 13:31:00.000,2015-11-04 13:52:00.000,2015-11-04 14:13:00.000,M3.7,"(0, 0)",12443
2015-11-09,2015-11-09 12:49:00.000,2015-11-09 13:12:00.000,2015-11-09 13:28:00.000,M3.9,"(-41, -11)",12449
2015-12-21,2015-12-21 00:52:00.000,2015-12-21 01:03:00.000,2015-12-21 01:11:00.000,M2.8,"(0, 0)",12472
2015-12-21,2015-12-21 10:09:00.000,2015-12-21 10:19:00.000,2015-12-21 10:32:00.000,M1.1,"(-85, 4)",12472
2015-12-22,2015-12-22 03:15:00.000,2015-12-22 03:34:00.000,2015-12-22 03:48:00.000,M1.6,"(-75, -23)",12473
2015-12-23,2015-12-23 00:23:00.000,2015-12-23 00:40:00.000,2015-12-23 00:52:00.000,M4.7,"(-63, -22)",12473
2015-12-24,2015-12-24 01:49:00.000,2015-12-24 02:12:00.000,2015-12-24 02:22:00.000,M1.1,"(0, 0)",12473
2015-12-28,2015-12-28 11:20:00.000,2015-12-28 12:45:00.000,2015-12-28 14:09:00.000,M1.8,"(0, 0)",12473
2016-01-01,2016-01-01 23:10:00.000,2016-01-02 00:11:00.000,2016-01-02 01:01:00.000,M2.3,"(0, 0)",12473
2016-02-12,2016-02-12 10:36:00.000,2016-02-12 10:47:00.000,2016-02-12 10:53:00.000,M1.0,"(0, 0)",12497
2016-02-13,2016-02-13 15:16:00.000,2016-02-13 15:24:00.000,2016-02-13 15:26:00.000,M1.8,"(25, 13)",12497
2016-02-14,2016-02-14 19:18:00.000,2016-02-14 19:26:00.000,2016-02-14 19:29:00.000,M1.0,"(47, 15)",12497
2016-02-15,2016-02-15 10:41:00.000,2016-02-15 11:00:00.000,2016-02-15 11:06:00.000,M1.1,"(52, 10)",12497
2016-04-18,2016-04-18 00:14:00.000,2016-04-18 00:29:00.000,2016-04-18 00:39:00.000,M6.7,"(62, 12)",12529
2016-07-21,2016-07-21 00:42:00.000,2016-07-21 00:46:00.000,2016-07-21 00:50:00.000,M1.2,"(0, 0)",12567
2016-07-21,2016-07-21 01:34:00.000,2016-07-21 01:49:00.000,2016-07-21 02:04:00.000,M1.0,"(0, 0)",12567
2016-07-23,2016-07-23 01:46:00.000,2016-07-23 02:11:00.000,2016-07-23 02:23:00.000,M5.0,"(0, 0)",12567
2016-07-23,2016-07-23 05:00:00.000,2016-07-23 05:16:00.000,2016-07-23 05:24:00.000,M7.6,"(0, 0)",12567
2016-07-23,2016-07-23 05:27:00.000,2016-07-23 05:31:00.000,2016-07-23 05:33:00.000,M5.5,"(74, 2)",12567
2016-07-24,2016-07-24 06:09:00.000,2016-07-24 06:20:00.000,2016-07-24 06:32:00.000,M2.0,"(84, 3)",12567
2016-07-24,2016-07-24 17:30:00.000,2016-07-24 17:43:00.000,2016-07-24 18:12:00.000,M1.9,"(0, 0)",12567
2016-08-07,2016-08-07 14:37:00.000,2016-08-07 14:44:00.000,2016-08-07 14:48:00.000,M1.3,"(0, 0)",0
2016-11-29,2016-11-29 17:19:00.000,2016-11-29 17:23:00.000,2016-11-29 17:26:00.000,M1.0,"(-55, -7)",12615
2016-11-29,2016-11-29 23:29:00.000,2016-11-29 23:38:00.000,2016-11-29 23:40:00.000,M1.2,"(-52, -8)",12615
2017-04-01,2017-04-01 21:35:00.000,2017-04-01 21:48:00.000,2017-04-01 22:05:00.000,M4.4,"(0, 0)",12644
2017-04-02,2017-04-02 07:50:00.000,2017-04-02 08:02:00.000,2017-04-02 08:13:00.000,M5.3,"(59, 12)",12644
2017-04-02,2017-04-02 12:52:00.000,2017-04-02 13:00:00.000,2017-04-02 13:11:00.000,M2.3,"(0, 0)",12644
2017-04-02,2017-04-02 18:18:00.000,2017-04-02 18:38:00.000,2017-04-02 19:28:00.000,M2.1,"(68, 16)",12644
2017-04-02,2017-04-02 20:26:00.000,2017-04-02 20:33:00.000,2017-04-02 20:38:00.000,M5.7,"(0, 0)",12644
2017-04-03,2017-04-03 00:56:00.000,2017-04-03 01:05:00.000,2017-04-03 01:12:00.000,M1.2,"(75, 15)",12644
2017-04-03,2017-04-03 14:19:00.000,2017-04-03 14:29:00.000,2017-04-03 14:34:00.000,M5.8,"(0, 0)",12644
2017-07-03,2017-07-03 15:37:00.000,2017-07-03 16:15:00.000,2017-07-03 16:18:00.000,M1.3,"(0, 0)",0
2017-07-09,2017-07-09 03:09:00.000,2017-07-09 03:18:00.000,2017-07-09 03:37:00.000,M1.3,"(-37, -8)",12665
2017-07-14,2017-07-14 01:07:00.000,2017-07-14 02:09:00.000,2017-07-14 03:24:00.000,M2.4,"(29, -6)",12665
2017-08-20,2017-08-20 01:36:00.000,2017-08-20 01:52:00.000,2017-08-20 02:03:00.000,M1.1,"(0, 0)",12672
2017-09-04,2017-09-04 05:36:00.000,2017-09-04 05:49:00.000,2017-09-04 06:05:00.000,M1.2,"(4, -10)",12673
2017-09-04,2017-09-04 15:11:00.000,2017-09-04 15:30:00.000,2017-09-04 15:33:00.000,M1.5,"(13, -6)",12673
2017-09-04,2017-09-04 18:05:00.000,2017-09-04 18:22:00.000,2017-09-04 18:31:00.000,M1.0,"(0, 0)",12673
2017-09-04,2017-09-04 18:46:00.000,2017-09-04 19:37:00.000,2017-09-04 19:52:00.000,M1.7,"(0, 0)",12673
2017-09-04,2017-09-04 19:59:00.000,2017-09-04 20:02:00.000,2017-09-04 20:06:00.000,M1.5,"(0, 0)",12673
2017-09-04,2017-09-04 20:28:00.000,2017-09-04 20:33:00.000,2017-09-04 20:37:00.000,M5.5,"(16, -11)",12673
2017-09-04,2017-09-04 22:10:00.000,2017-09-04 22:14:00.000,2017-09-04 22:19:00.000,M2.1,"(0, 0)",12673
2017-09-05,2017-09-05 01:03:00.000,2017-09-05 01:08:00.000,2017-09-05 01:11:00.000,M4.2,"(0, 0)",12673
2017-09-05,2017-09-05 03:42:00.000,2017-09-05 03:51:00.000,2017-09-05 04:04:00.000,M1.0,"(0, 0)",12673
2017-09-05,2017-09-05 04:33:00.000,2017-09-05 04:53:00.000,2017-09-05 05:07:00.000,M3.2,"(0, 0)",12673
2017-09-05,2017-09-05 06:33:00.000,2017-09-05 06:40:00.000,2017-09-05 06:43:00.000,M3.8,"(0, 0)",12673
2017-09-05,2017-09-05 17:37:00.000,2017-09-05 17:43:00.000,2017-09-05 17:51:00.000,M2.3,"(24, -9)",12673
2017-09-06,2017-09-06 08:57:00.000,2017-09-06 09:10:00.000,2017-09-06 09:17:00.000,X2.2,"(33, -7)",12673
2017-09-06,2017-09-06 11:53:00.000,2017-09-06 12:02:00.000,2017-09-06 12:10:00.000,X9.3,"(33, -8)",12673
2017-09-06,2017-09-06 15:51:00.000,2017-09-06 15:56:00.000,2017-09-06 16:03:00.000,M2.5,"(38, -9)",12673
2017-09-06,2017-09-06 19:21:00.000,2017-09-06 19:30:00.000,2017-09-06 19:35:00.000,M1.4,"(0, 0)",12673
2017-09-06,2017-09-06 23:33:00.000,2017-09-06 23:39:00.000,2017-09-06 23:44:00.000,M1.2,"(0, 0)",0
2017-09-07,2017-09-07 04:59:00.000,2017-09-07 05:02:00.000,2017-09-07 05:08:00.000,M2.4,"(0, 0)",12673
2017-09-07,2017-09-07 09:49:00.000,2017-09-07 09:54:00.000,2017-09-07 09:58:00.000,M1.4,"(0, 0)",12673
2017-09-07,2017-09-07 10:11:00.000,2017-09-07 10:15:00.000,2017-09-07 10:18:00.000,M7.3,"(0, 0)",12673
2017-09-07,2017-09-07 14:20:00.000,2017-09-07 14:36:00.000,2017-09-07 14:55:00.000,X1.3,"(49, -11)",12673
2017-09-07,2017-09-07 23:50:00.000,2017-09-07 23:59:00.000,2017-09-08 00:14:00.000,M3.9,"(0, 0)",12673
2017-09-08,2017-09-08 02:19:00.000,2017-09-08 02:24:00.000,2017-09-08 02:29:00.000,M1.3,"(54, -9)",12673
2017-09-08,2017-09-08 03:39:00.000,2017-09-08 03:43:00.000,2017-09-08 03:45:00.000,M1.2,"(55, -6)",12673
2017-09-08,2017-09-08 07:40:00.000,2017-09-08 07:49:00.000,2017-09-08 07:58:00.000,M8.1,"(57, -10)",12673
2017-09-08,2017-09-08 15:09:00.000,2017-09-08 15:47:00.000,2017-09-08 16:04:00.000,M2.9,"(68, -8)",12673
2017-09-08,2017-09-08 23:33:00.000,2017-09-08 23:45:00.000,2017-09-08 23:56:00.000,M2.1,"(0, 0)",12673
2017-09-09,2017-09-09 04:14:00.000,2017-09-09 04:28:00.000,2017-09-09 04:43:00.000,M1.1,"(69, -13)",12673
2017-09-09,2017-09-09 10:50:00.000,2017-09-09 11:04:00.000,2017-09-09 11:42:00.000,M3.7,"(0, 0)",12673
2017-09-09,2017-09-09 22:04:00.000,2017-09-09 23:53:00.000,2017-09-10 00:41:00.000,M1.1,"(74, -7)",12673
2017-09-10,2017-09-10 15:35:00.000,2017-09-10 16:06:00.000,2017-09-10 16:31:00.000,X8.2,"(0, 0)",12673
2017-10-20,2017-10-20 23:10:00.000,2017-10-20 23:28:00.000,2017-10-20 23:37:00.000,M1.1,"(0, 0)",12685
